t,x,y,z,vx,vy,vz,ax,ay,az,type
0.0,0.3,0.0,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,0.0,0.0,0
0.008,0.30418666666666666,-0.0014133333333333333,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,0.0,0.0,0
0.016,0.30837333333333333,-0.0028266666666666666,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,0.0,0.0,0
0.024,0.31256,-0.00424,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,0.0,0.0,0
0.032,0.3167466666666667,-0.005653333333333333,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,0.0,0.0,0
0.04,0.32093333333333335,-0.007066666666666666,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,-3.469446951953614e-15,0.0,0
0.048,0.32512,-0.00848,0.05,0.523333333333334,-0.17666666666666672,0.0,-2.1510571102112408e-13,0.0,0.0,0
0.056,0.3293066666666667,-0.009893333333333334,0.05,0.5233333333333305,-0.17666666666666667,0.0,-2.1510571102112408e-13,3.469446951953614e-15,0.0,0
0.064,0.3334933333333333,-0.011306666666666666,0.05,0.5233333333333305,-0.17666666666666667,0.0,2.1510571102112408e-13,0.0,0.0,0
0.07200000000000001,0.33768,-0.01272,0.05,0.523333333333334,-0.17666666666666667,0.0,2.1510571102112408e-13,6.938893903907228e-15,0.0,0
0.08000000000000002,0.34186666666666665,-0.014133333333333333,0.05,0.523333333333334,-0.17666666666666656,0.0,0.0,0.0,0.0,0
0.08800000000000002,0.3460533333333333,-0.015546666666666665,0.05,0.523333333333334,-0.17666666666666667,0.0,0.0,-1.9081958235744878e-14,0.0,0
0.09600000000000003,0.35024,-0.01696,0.05,0.523333333333334,-0.17666666666666686,0.0,0.0,-6.938893903907228e-15,0.0,0
0.10400000000000004,0.35442666666666667,-0.018373333333333335,0.05,0.523333333333334,-0.17666666666666678,0.0,0.0,1.9081958235744878e-14,0.0,0
0.11200000000000004,0.35861333333333334,-0.019786666666666668,0.05,0.523333333333334,-0.17666666666666656,0.0,0.0,1.3877787807814457e-14,0.0,0
0.12000000000000005,0.3628,-0.0212,0.05,0.523333333333334,-0.17666666666666656,0.0,0.0,0.0,0.0,0
0.12800000000000006,0.3628,-0.0212,0.05,0.0,0.0,-0.5681818181818183,0.0,0.0,0.0,0
0.13600000000000007,0.3628,-0.0212,0.045454545454545456,0.0,0.0,-0.5681818181818183,0.0,0.0,2.7755575615628914e-14,0
0.14400000000000007,0.3628,-0.0212,0.04090909090909091,0.0,0.0,-0.5681818181818179,0.0,0.0,0.0,0
0.15200000000000008,0.3628,-0.0212,0.03636363636363637,0.0,0.0,-0.5681818181818183,0.0,0.0,-4.163336342344337e-14,0
0.1600000000000001,0.3628,-0.0212,0.031818181818181815,0.0,0.0,-0.5681818181818186,0.0,0.0,4.163336342344337e-14,0
0.1680000000000001,0.3628,-0.0212,0.02727272727272727,0.0,0.0,-0.5681818181818177,0.0,0.0,2.7755575615628914e-14,0
0.1760000000000001,0.3628,-0.0212,0.02272727272727273,0.0,0.0,-0.5681818181818181,0.0,0.0,-5.551115123125783e-14,0
0.1840000000000001,0.3628,-0.0212,0.01818181818181818,0.0,0.0,-0.5681818181818186,0.0,0.0,-1.3877787807814457e-14,0
0.19200000000000012,0.3628,-0.0212,0.013636363636363634,0.0,0.0,-0.5681818181818183,0.0,0.0,1.3877787807814457e-14,0
0.20000000000000012,0.3628,-0.0212,0.009090909090909087,0.0,0.0,-0.5681818181818183,0.0,0.0,2.7755575615628914e-14,0
0.20800000000000013,0.3628,-0.0212,0.00454545454545454,0.0,0.0,-0.5681818181818179,0.0,0.0,5.551115123125783e-14,0
0.21600000000000014,0.3628,-0.0212,0.0,0.0,0.0,-0.5681818181818175,0.0,0.0,5.551115123125783e-14,0
0.22400000000000014,0.3628,-0.0212,0.0,0.049999999999987554,0.2000000000000001,0.0,0.0,0.0,0.0,0
0.23200000000000015,0.3631999999999999,-0.0196,0.0,0.049999999999987554,0.2000000000000001,0.0,0.0,0.0,0.0,0
0.24000000000000016,0.36333898711866264,-0.020304417329326738,0.0,-0.007348776798137492,0.09495414821982058,0.0,0.08797430895276212,-0.7030480135810647,0.0,1
0.24800000000000016,0.36328138952610295,-0.01954589091260655,0.0,-0.006639027688259103,0.08920555533785261,0.0,0.08432941584297762,-0.6925211419294958,0.0,1
0.25600000000000017,0.36322951540425014,-0.018834366178871582,0.0,-0.00595930647990563,0.08354368649848283,0.0,0.08068452273319314,-0.6819942702779268,0.0,1
0.2640000000000002,0.36318311737277165,-0.018169128665191756,0.0,-0.005309613173077073,0.07796854170171122,0.0,0.07703962962340866,-0.671467398626358,0.0,1
0.2720000000000002,0.3631419480513349,-0.01754946390863703,0.0,-0.004689947767773436,0.07248012094753781,0.0,0.07339473651362417,-0.6609405269747891,0.0,1
0.2800000000000002,0.36310576005960693,-0.016974657446277325,0.0,-0.004100310263994713,0.06707842423596254,0.0,0.06974984340383969,-0.65041365532322,0.0,1
0.2880000000000002,0.36307430601725543,-0.016443994815182585,0.0,-0.0035407006617409064,0.06176345156698545,0.0,0.06610495029405518,-0.6398867836716511,0.0,1
0.2960000000000002,0.3630473385439476,-0.01595676155242275,0.0,-0.0030111189610120175,0.056535202940606544,0.0,0.062460057184270695,-0.6293599120200822,0.0,1
0.3040000000000002,0.3630246102593508,-0.015512243195067754,0.0,-0.0025115651618080456,0.05139367835682583,0.0,0.05881516407448621,-0.6188330403685134,0.0,1
