t,x,y,z,vx,vy,vz,ax,ay,az,type
0.0,0.0499999999999999,0.55,0.05,0.13578056768558977,-0.21151746724891451,0.0,-5.204170427930421e-14,8.673617379884035e-13,0.0,0
0.008,0.05108624454148462,0.5483078602620087,0.05,0.13578056768558935,-0.21151746724890758,0.0,-2.6020852139652106e-14,4.3368086899420177e-13,0.0,0
0.016,0.05217248908296933,0.5466157205240175,0.05,0.13578056768558935,-0.21151746724890758,0.0,2.6020852139652106e-14,0.0,0.0,0
0.024,0.05325873362445405,0.5449235807860262,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.032,0.054344978165938765,0.543231441048035,0.05,0.13578056768558935,-0.21151746724890758,0.0,-2.6020852139652106e-14,0.0,0.0,0
0.04,0.055431222707423476,0.5415393013100437,0.05,0.13578056768558935,-0.21151746724890758,0.0,2.6020852139652106e-14,0.0,0.0,0
0.048,0.056517467248908194,0.5398471615720525,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.056,0.05760371179039291,0.5381550218340612,0.05,0.13578056768558935,-0.21151746724890758,0.0,-2.6020852139652106e-14,0.0,0.0,0
0.064,0.058689956331877624,0.53646288209607,0.05,0.13578056768558935,-0.21151746724890758,0.0,2.6020852139652106e-14,-4.3368086899420177e-13,0.0,0
0.07200000000000001,0.05977620087336234,0.5347707423580786,0.05,0.13578056768558977,-0.21151746724891451,0.0,2.6020852139652106e-14,0.0,0.0,0
0.08000000000000002,0.06086244541484706,0.5330786026200873,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,4.3368086899420177e-13,0.0,0
0.08800000000000002,0.06194868995633178,0.5313864628820961,0.05,0.13578056768558977,-0.21151746724890758,0.0,-5.377642775528102e-14,0.0,0.0,0
0.09600000000000003,0.0630349344978165,0.5296943231441048,0.05,0.1357805676855889,-0.21151746724890758,0.0,-5.377642775528102e-14,0.0,0.0,0
0.10400000000000004,0.0641211790393012,0.5280021834061136,0.05,0.1357805676855889,-0.21151746724890758,0.0,5.377642775528102e-14,0.0,0.0,0
0.11200000000000004,0.06520742358078592,0.5263100436681223,0.05,0.13578056768558977,-0.21151746724890758,0.0,5.377642775528102e-14,0.0,0.0,0
0.12000000000000005,0.06629366812227064,0.5246179039301311,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.12800000000000006,0.06737991266375536,0.5229257641921398,0.05,0.13578056768558977,-0.21151746724890758,0.0,-5.377642775528102e-14,0.0,0.0,0
0.13600000000000007,0.06846615720524007,0.5212336244541486,0.05,0.1357805676855889,-0.21151746724890758,0.0,0.0,-4.3368086899420177e-13,0.0,0
0.14400000000000007,0.06955240174672478,0.5195414847161572,0.05,0.13578056768558977,-0.21151746724891451,0.0,5.377642775528102e-14,0.0,0.0,0
0.15200000000000008,0.07063864628820951,0.5178493449781659,0.05,0.13578056768558977,-0.21151746724890758,0.0,-5.377642775528102e-14,4.3368086899420177e-13,0.0,0
0.1600000000000001,0.07172489082969422,0.5161572052401747,0.05,0.1357805676855889,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.1680000000000001,0.07281113537117893,0.5144650655021834,0.05,0.13578056768558977,-0.21151746724890758,0.0,5.377642775528102e-14,0.0,0.0,0
0.1760000000000001,0.07389737991266365,0.5127729257641922,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.1840000000000001,0.07498362445414837,0.5110807860262009,0.05,0.13578056768558977,-0.21151746724890758,0.0,-5.377642775528102e-14,0.0,0.0,0
0.19200000000000012,0.07606986899563309,0.5093886462882097,0.05,0.1357805676855889,-0.21151746724890758,0.0,-5.377642775528102e-14,0.0,0.0,0
0.20000000000000012,0.0771561135371178,0.5076965065502184,0.05,0.1357805676855889,-0.21151746724890758,0.0,5.377642775528102e-14,0.0,0.0,0
0.20800000000000013,0.07824235807860251,0.5060043668122272,0.05,0.13578056768558977,-0.21151746724890758,0.0,5.377642775528102e-14,-4.3368086899420177e-13,0.0,0
0.21600000000000014,0.07932860262008723,0.5043122270742358,0.05,0.13578056768558977,-0.21151746724891451,0.0,0.0,0.0,0.0,0
0.22400000000000014,0.08041484716157195,0.5026200873362445,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,6.505213034913027e-13,0.0,0
0.23200000000000015,0.08150109170305667,0.5009279475982533,0.05,0.13578056768558977,-0.2115174672489041,0.0,0.0,0.0,0.0,0
0.24000000000000016,0.08258733624454138,0.49923580786026206,0.05,0.13578056768558977,-0.21151746724890758,0.0,-5.377642775528102e-14,-4.3368086899420177e-13,0.0,0
0.24800000000000016,0.0836735807860261,0.4975436681222708,0.05,0.1357805676855889,-0.21151746724891105,0.0,0.0,-2.1684043449710089e-13,0.0,0
0.25600000000000017,0.08475982532751081,0.4958515283842795,0.05,0.13578056768558977,-0.21151746724891105,0.0,5.377642775528102e-14,2.1684043449710089e-13,0.0,0
0.2640000000000002,0.08584606986899554,0.4941593886462882,0.05,0.13578056768558977,-0.21151746724890758,0.0,-5.377642775528102e-14,2.1684043449710089e-13,0.0,0
0.2720000000000002,0.08693231441048024,0.49246724890829696,0.05,0.1357805676855889,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.2800000000000002,0.08801855895196496,0.4907751091703057,0.05,0.13578056768558977,-0.21151746724890758,0.0,0.0,0.0,0.0,0
0.2880000000000002,0.08910480349344968,0.48908296943231444,0.05,0.1357805676855889,-0.21151746724890758,0.0,0.0,0.0,0.0,0
