t,x,y,z,v,accel
3.780914484755688032e-01,6.844210073218896795e-02,4.445713408560259677e-02,1.000000000000000021e-02,1.505156448787694223e-01,8.316379414517369728e-01
3.839991273579995701e-01,6.870636651204876932e-02,4.528317345971374919e-02,1.000000000000000021e-02,1.468058202284039382e-01,1.158319460667033063e+01
3.899068062404303370e-01,6.896318818543366314e-02,4.608594411906120902e-02,1.000000000000000021e-02,1.426704450107035838e-01,6.999999999998024469e-01
3.958144851228611039e-01,6.900000000000000577e-02,4.689861984092309061e-02,1.000000000000000021e-02,1.377036640216629804e-01,6.310271843808359371e+00
4.017221640052918707e-01,6.900000000000000577e-02,4.769261007837073685e-02,1.000000000000000021e-02,1.343996945753002659e-01,1.182861193920005327e+00
4.076298428877226376e-01,6.900000000000000577e-02,4.846216984697384461e-02,1.000000000000000021e-02,1.302643193575994673e-01,6.999999999998750555e-01
4.135375217701534045e-01,6.900000000000000577e-02,4.920729914673240002e-02,1.000000000000000021e-02,1.261289441398963374e-01,7.000000000002696288e-01
4.194452006525841159e-01,6.900000000000000577e-02,4.992799797764641001e-02,1.000000000000000021e-02,1.219935689221955250e-01,6.999999999998839373e-01
4.253528795350148828e-01,6.900000000000000577e-02,5.062426633971588152e-02,1.000000000000000021e-02,1.178581937044935884e-01,7.000000000000676792e-01
4.312605584174456497e-01,6.900000000000000577e-02,5.129610423294081456e-02,1.000000000000000021e-02,1.137228184867928038e-01,6.999999999998727240e-01
4.371682372998764166e-01,6.900000000000000577e-02,5.194351165732120218e-02,1.000000000000000021e-02,1.095874432690908395e-01,7.000000000000723421e-01
4.430759161823071834e-01,6.900000000000000577e-02,5.256648861285703744e-02,1.000000000000000021e-02,1.054520680513876957e-01,7.000000000002720713e-01
4.489835950647379503e-01,6.900000000000000577e-02,5.316503509954833423e-02,1.000000000000000021e-02,1.013166928336869110e-01,6.999999999998727240e-01
4.548912739471687172e-01,6.900000000000000577e-02,5.373915111739509254e-02,1.000000000000000021e-02,9.718131761598612639e-02,6.999999999998727240e-01
4.607989528295994841e-01,6.900000000000000577e-02,5.428883666639731237e-02,1.000000000000000021e-02,9.304594239828534175e-02,6.999999999998727240e-01
4.667066317120302510e-01,6.900000000000000577e-02,5.481409174655498678e-02,1.000000000000000021e-02,8.891056718058337749e-02,7.000000000000723421e-01
4.726143105944610179e-01,6.900000000000000577e-02,5.531491635786811578e-02,1.000000000000000021e-02,8.477519196288141323e-02,7.000000000000723421e-01
4.785219894768917848e-01,6.900000000000000577e-02,5.579131050033670630e-02,1.000000000000000021e-02,8.063981674518062859e-02,6.999999999998727240e-01
4.844296683593225517e-01,6.900000000000000577e-02,5.624327417396075141e-02,1.000000000000000021e-02,7.650444152747866433e-02,7.000000000000723421e-01
4.903373472417533185e-01,6.900000000000000577e-02,5.667080737874025109e-02,1.000000000000000021e-02,7.236906630977670007e-02,7.000000000000723421e-01
4.962450261241840299e-01,6.900000000000000577e-02,5.707391011467520536e-02,1.000000000000000021e-02,6.823369109207537420e-02,6.999999999999708677e-01
5.021527050066147968e-01,6.900000000000000577e-02,5.745258238176560728e-02,1.000000000000000021e-02,6.409831587437160583e-02,7.000000000003777645e-01
5.080603838890456192e-01,6.900000000000000577e-02,5.780682418001149153e-02,1.000000000000000021e-02,5.996294065667377715e-02,6.999999999993656852e-01
5.139680627714763306e-01,6.900000000000000577e-02,5.813663550941280955e-02,1.000000000000000021e-02,5.582756543896937734e-02,7.000000000004912293e-01
5.198757416539071530e-01,6.900000000000000577e-02,5.844201636996960297e-02,1.000000000000000021e-02,5.169219022126993190e-02,6.999999999996394662e-01
5.257834205363378643e-01,6.900000000000000577e-02,5.872296676168184404e-02,1.000000000000000021e-02,4.755681500356772479e-02,7.000000000001200817e-01
5.316910994187685757e-01,6.900000000000000577e-02,5.897948668454953969e-02,1.000000000000000021e-02,4.342143978586572584e-02,7.000000000000847766e-01
5.375987783011993981e-01,6.900000000000000577e-02,5.921157613857270380e-02,1.000000000000000021e-02,3.928606456816533671e-02,6.999999999997991162e-01
5.435064571836301095e-01,6.900000000000000577e-02,5.941923512375131555e-02,1.000000000000000021e-02,3.515068935046289367e-02,7.000000000001599387e-01
5.494141360660609319e-01,6.900000000000000577e-02,5.960246364008538883e-02,1.000000000000000021e-02,3.101531413276148799e-02,6.999999999999712008e-01
5.553218149484916433e-01,6.900000000000000577e-02,5.976126168757491669e-02,1.000000000000000021e-02,2.687993891506006844e-02,6.999999999999867439e-01
5.612294938309224657e-01,6.900000000000000577e-02,5.989562926621989220e-02,1.000000000000000021e-02,2.274456369735646660e-02,7.000000000003430145e-01
5.671371727133531770e-01,6.900000000000000577e-02,6.000556637602033616e-02,1.000000000000000021e-02,1.860918847965724321e-02,6.999999999996149302e-01
5.730448515957839994e-01,6.900000000000000577e-02,6.009107301697624165e-02,1.000000000000000021e-02,1.447381326195614458e-02,6.999999999999192424e-01
5.789525304782147108e-01,6.900000000000000577e-02,6.015214918908760172e-02,1.000000000000000021e-02,1.033843804425441451e-02,7.000000000000392575e-01
5.848602093606455332e-01,6.900000000000000577e-02,6.018879489235442332e-02,1.000000000000000021e-02,6.203062826553472006e-03,6.999999999998928191e-01
5.907678882430762446e-01,6.900000000000000577e-02,6.020101012677667174e-02,1.000000000000000021e-02,2.067687608846889482e-03,7.000000000008606005e-01
6.007678882430762535e-01,6.900000000000000577e-02,6.020101012677667174e-02,5.000000000000000278e-02,3.999999999999996447e+00,4.000000534416463438e+02
6.027916824691873510e-01,6.900200000000000777e-02,6.020056992475131957e-02,5.000000000000000278e-02,1.011897113056135734e-03,1.976485591461699642e+03
6.048154766952983374e-01,6.900799999999999990e-02,6.019924931867524920e-02,5.000000000000000278e-02,3.035691339163350266e-03,9.999999999981363796e-01
6.068392709214094349e-01,6.901800000000000990e-02,6.019704830854847449e-02,5.000000000000000278e-02,5.059485565282153402e-03,1.000000000003807177e+00
6.088630651475204214e-01,6.903200000000001002e-02,6.019396689437098852e-02,5.000000000000000278e-02,7.083279791388852505e-03,9.999999999978819165e-01
6.108868593736315189e-01,6.905000000000000027e-02,6.019000507614279127e-02,5.000000000000000278e-02,9.107074017494776186e-03,9.999999999974431564e-01
6.129106535997426164e-01,6.907200000000000839e-02,6.018516285386388276e-02,5.000000000000000278e-02,1.113086824361448138e-02,1.000000000004252598e+00
6.149344478258536029e-01,6.909800000000000664e-02,6.017944022753426297e-02,5.000000000000000278e-02,1.315466246972151268e-02,9.999999999980465626e-01
6.169582420519647004e-01,6.912800000000000888e-02,6.017283719715393192e-02,5.000000000000000278e-02,1.517845669583380019e-02,1.000000000000588196e+00
