t,x,y,z,roll,pitch,yaw,vx,vy,vz,ax,ay,az
3.523787,-0.223360,0.139180,0.000000,0.000000,3.141593,0.000000,0.048132,0.010430,0.000000,0.303901,-0.037545,0.000000
3.543808,-0.222338,0.139381,0.000000,0.000000,3.141593,0.000000,0.053879,0.009645,0.000000,0.270209,-0.040824,0.000000
3.563830,-0.221207,0.139566,0.000000,0.000000,3.141593,0.000000,0.058952,0.008795,0.000000,0.236516,-0.044103,0.000000
3.583851,-0.219982,0.139733,0.000000,0.000000,3.141593,0.000000,0.063350,0.007879,0.000000,0.202824,-0.047382,0.000000
3.603873,-0.218675,0.139881,0.000000,0.000000,3.141593,0.000000,0.067073,0.006898,0.000000,0.169132,-0.050661,0.000000
3.623894,-0.217300,0.140009,0.000000,0.000000,3.141593,0.000000,0.070122,0.005851,0.000000,0.135439,-0.053940,0.000000
3.643916,-0.215871,0.140115,0.000000,0.000000,3.141593,0.000000,0.072497,0.004738,0.000000,0.101747,-0.057218,0.000000
3.663937,-0.214402,0.140198,0.000000,0.000000,3.141593,0.000000,0.074197,0.003560,0.000000,0.068054,-0.060497,0.000000
3.683959,-0.212905,0.140257,0.000000,0.000000,3.141593,0.000000,0.075222,0.002316,0.000000,0.034362,-0.063776,0.000000
3.703980,-0.211394,0.140290,0.000000,0.000000,3.141593,0.000000,0.075573,0.001006,0.000000,0.000669,-0.067055,0.000000
3.724002,-0.209883,0.140297,0.000000,0.000000,3.141593,0.000000,0.075249,-0.000370,0.000000,-0.033023,-0.070334,0.000000
3.744023,-0.208386,0.140275,0.000000,0.000000,3.141593,0.000000,0.074250,-0.001811,0.000000,-0.066716,-0.073612,0.000000
3.764045,-0.206915,0.140224,0.000000,0.000000,3.141593,0.000000,0.072577,-0.003317,0.000000,-0.100408,-0.076891,0.000000
3.784066,-0.205484,0.140142,0.000000,0.000000,3.141593,0.000000,0.070230,-0.004889,0.000000,-0.134100,-0.080170,0.000000
3.804088,-0.204107,0.140028,0.000000,0.000000,3.141593,0.000000,0.067207,-0.006527,0.000000,-0.167793,-0.083449,0.000000
3.824110,-0.202797,0.139880,0.000000,0.000000,3.141593,0.000000,0.063511,-0.008231,0.000000,-0.201485,-0.086728,0.000000
3.844131,-0.201568,0.139697,0.000000,0.000000,3.141593,0.000000,0.059139,-0.010000,0.000000,-0.235178,-0.090007,0.000000
3.864153,-0.200434,0.139479,0.000000,0.000000,3.141593,0.000000,0.054093,-0.011835,0.000000,-0.268870,-0.093285,0.000000
3.884174,-0.199407,0.139223,0.000000,0.000000,3.141593,0.000000,0.048373,-0.013736,0.000000,-0.302563,-0.096564,0.000000
3.904196,-0.198501,0.138929,0.000000,0.000000,3.141593,0.000000,0.041978,-0.015702,0.000000,-0.336255,-0.099843,0.000000
3.924217,-0.197730,0.138594,0.000000,0.000000,3.141593,0.000000,0.034908,-0.017734,0.000000,-0.369948,-0.103122,0.000000
3.944239,-0.197108,0.138218,0.000000,0.000000,3.141593,0.000000,0.027164,-0.019831,0.000000,-0.403640,-0.106401,0.000000
3.964260,-0.196647,0.137799,0.000000,0.000000,3.141593,0.000000,0.018745,-0.021994,0.000000,-0.437332,-0.109679,0.000000
3.984282,-0.196362,0.137337,0.000000,0.000000,3.141593,0.000000,0.009652,-0.024223,0.000000,-0.471025,-0.112958,0.000000
4.004303,-0.196265,0.136829,0.000000,0.000000,3.141593,0.000000,0.000020,-0.026496,0.000000,-0.471240,-0.110894,0.000000
4.024325,-0.196355,0.136277,0.000000,0.000000,3.141593,0.000000,-0.008928,-0.028617,0.000000,-0.422664,-0.101043,0.000000
4.044346,-0.196616,0.135684,0.000000,0.000000,3.141593,0.000000,-0.016904,-0.030542,0.000000,-0.374088,-0.091192,0.000000
