t,x,y,z,roll,pitch,yaw,vx,vy,vz,ax,ay,az
0.000000,0.18460000000000004,-0.06,0.0,0.000000,3.141593,0.000000,0.0,0.0,0.0,-1.4003300596063668,0.848154374166303,0.0
0.008000,0.18455654180419712,-0.059973888218261794,0.0,0.000000,3.141593,0.000000,-0.010695503187664398,0.006399300655160531,0.0,-1.2735457373097325,0.7516707896238297,0.0
0.016000,0.1844315766812064,-0.05989966950598767,0.0,0.000000,3.141593,0.000000,-0.020376731796955722,0.012026732633981276,0.0,-1.1467614150130983,0.6551872050813565,0.0
0.024000,0.18423321882765484,-0.05978351881258834,0.0,0.000000,3.141593,0.000000,-0.029043685827873963,0.016882295936462236,0.0,-1.0199770927164638,0.5587036205388832,0.0
0.032000,0.18396958244016942,-0.059631611087474515,0.0,0.000000,3.141593,0.000000,-0.03669636528041914,0.02096599056260341,0.0,-0.8931927704198295,0.46222003599640993,0.0
0.040000,0.18364878171537713,-0.059450121280056924,0.0,0.000000,3.141593,0.000000,-0.043334770154591244,0.024277816512404796,0.0,-0.7664084481231952,0.36573645145393674,0.0
0.048000,0.18327893084990496,-0.05924522433974627,0.0,0.000000,3.141593,0.000000,-0.04895890045039026,0.026817773785866396,0.0,-0.6396241258265608,0.26925286691146344,0.0
0.056000,0.18286814404037988,-0.059023095215953295,0.0,0.000000,3.141593,0.000000,-0.053568756167816214,0.028585862382988207,0.0,-0.5128398035299264,0.17276928236899014,0.0
0.064000,0.1824245354834289,-0.058789908858088706,0.0,0.000000,3.141593,0.000000,-0.057164337306869095,0.02958208230377024,0.0,-0.38605548123329214,0.07628569782651684,0.0
0.072000,0.18195621937567896,-0.058551840215563214,0.0,0.000000,3.141593,0.000000,-0.05974564386754889,0.029806433548212483,0.0,-0.25927115893665764,-0.02019788671595657,0.0
0.080000,0.1814713099137571,-0.058315064237787546,0.0,0.000000,3.141593,0.000000,-0.06131267584985562,0.02925891611631494,0.0,-0.1324868366400236,-0.11668147125842954,0.0
0.088000,0.18097792129429027,-0.05808575587417242,0.0,0.000000,3.141593,0.000000,-0.061865433253789265,0.027939530008077612,0.0,-0.005702514343389309,-0.21316505580090295,0.0
0.096000,0.18048416771390546,-0.05787009007412854,0.0,0.000000,3.141593,0.000000,-0.061403916079349835,0.025848275223500493,0.0,0.12108180795324519,-0.30964864034337614,0.0
0.104000,0.17999816336922966,-0.05767424178706665,0.0,0.000000,3.141593,0.000000,-0.05992812432653734,0.022985151762583575,0.0,0.2478661302498797,-0.40613222488584955,0.0
0.112000,0.1795276932013426,-0.057504110691770756,0.0,0.000000,3.141593,0.000000,-0.057649628410404226,0.019527040838792937,0.0,0.2840176276833101,-0.4268431923651878,0.0
0.120000,0.17907528055325478,-0.05736119756346828,0.0,0.000000,3.141593,0.000000,-0.05549155672285285,0.016245714205301853,0.0,0.255500294204533,-0.3934884660075833,0.0
0.128000,0.1786392199239961,-0.0572434676969903,0.0,0.000000,3.141593,0.000000,-0.053561623703131694,0.013231225382671604,0.0,0.2269829607257558,-0.3601337396499788,0.0
0.136000,0.17821768620422382,-0.05714878638984991,0.0,0.000000,3.141593,0.000000,-0.05185982935124075,0.01048357437090219,0.0,0.19846562724697858,-0.32677901329237424,0.0
0.144000,0.17780885428459534,-0.05707501893956024,0.0,0.000000,3.141593,0.000000,-0.05038617366718003,0.00800276116999361,0.0,0.16994829376820142,-0.29342428693476974,0.0
0.152000,0.17741089905576804,-0.05702003064363438,0.0,0.000000,3.141593,0.000000,-0.04914065665094953,0.005788785779945876,0.0,0.1414309602894243,-0.26006956057716535,0.0
0.160000,0.17702199540839927,-0.056981686799585464,0.0,0.000000,3.141593,0.000000,-0.04812327830254925,0.003841648200758968,0.0,0.1129136268106471,-0.2267148342195608,0.0
0.168000,0.17664031823314638,-0.056957852704926606,0.0,0.000000,3.141593,0.000000,-0.04733403862197918,0.0021613484324329007,0.0,0.08439629333186993,-0.1933601078619563,0.0
