x,y,z,type
0.25,0.25,0.05,0
0.2506704781997812,0.2495781260765422,0.05000000000000001,0
0.25493388220745616,0.2468955347908141,0.05,0
0.26526600963854835,0.24039442090158752,0.05,0
0.2830557225700588,0.22920089366378324,0.05,0
0.3087498722789355,0.2130337882289844,0.05,0
0.3419982239805436,0.1921134770459501,0.05,0
0.3817983815671344,0.1670706812611289,0.05,0
0.4266407123463156,0.1388552821191722,0.05,0
0.4746532717795209,0.10864513236344757,0.05,0
0.5237467282204791,0.07775486763655248,0.05,0
0.5717592876536843,0.04754471788082787,0.05,0
0.6166016184328657,0.019329318738871087,0.05,0
0.656401776019456,-0.0057134770459498635,0.05,0
0.6896501277210647,-0.026633788228984503,0.05,0
0.7153442774299417,-0.042800893663783486,0.05,0
0.7331339903614514,-0.05399442090158736,0.05,0
0.7434661177925441,-0.06049553479081422,0.05,0
0.747729521800219,-0.06317812607654222,0.05,0
0.7484,-0.0635999999999999,0.05,0
0.7484,-0.0635999999999999,0.05,0
0.7484000000000001,-0.0635999999999999,0.049932736938224205,0
0.7484000000000001,-0.0635999999999999,0.049505027868433374,0
0.7483999999999998,-0.0635999999999999,0.04846849823048271,0
0.7483999999999998,-0.0635999999999999,0.046683815954047074,0
0.7484,-0.0635999999999999,0.04410615245997838,0
0.7483999999999998,-0.0635999999999999,0.04077064366166296,0
0.7484,-0.0635999999999999,0.03677785096637897,0
0.7484,-0.0635999999999999,0.032279222276653724,0
0.7484,-0.0635999999999999,0.0274625529916211,0
0.7484,-0.0635999999999999,0.022537447008378897,0
0.7484,-0.0635999999999999,0.017720777723346272,0
0.7484,-0.0635999999999999,0.013222149033621018,0
0.7484,-0.0635999999999999,0.009229356338337064,0
0.7484,-0.0635999999999999,0.005893847540021591,0
0.7484,-0.0635999999999999,0.003316184045952875,0
0.7484,-0.0635999999999999,0.0015315017695173073,0
0.7484,-0.0635999999999999,0.0004949721315665956,0
0.7484,-0.0635999999999999,6.726306177577968e-05,0
0.7484,-0.0635999999999999,0.0,0
0.7484,-0.0635999999999999,0.0,0
0.7484000000000001,-0.0635983856865173,0.0,0
0.7484000000000001,-0.06358812066884231,0.0,0
0.7483999999999998,-0.06356324395753149,0.0,0
0.7483999999999998,-0.06352041158289704,0.0,0
0.7484,-0.0634585476590394,0.0,0
0.7483999999999998,-0.06337849544787984,0.0,0
0.7484,-0.06328266842319302,0.0,0
0.7484,-0.06317470133463962,0.0,0
0.7484,-0.06305910127179885,0.0,0
0.7484,-0.06294089872820105,0.0,0
0.7484,-0.06282529866536027,0.0,0
0.7484,-0.06271733157680688,0.0,0
0.7484,-0.06262150455212007,0.0,0
0.7484,-0.06254145234096051,0.0,0
0.7484,-0.062479588417102855,0.0,0
0.7484,-0.06243675604246841,0.0,0
0.7484,-0.06241187933115759,0.0,0
0.7484,-0.062401614313482616,0.0,0
0.7484,-0.0624,0.0,0
0.7484,-0.0624,0.0,0
0.7484000000000001,-0.062400000000000004,6.726306177580136e-05,0
0.7484000000000001,-0.0624,0.0004949721315666297,0
0.7483999999999998,-0.0624,0.0015315017695172934,0
0.7483999999999998,-0.06239999999999999,0.0033161840459529283,0
0.7484,-0.0624,0.005893847540021624,0
0.7483999999999998,-0.06239999999999999,0.009229356338337038,0
0.7484,-0.0624,0.013222149033621034,0
0.7484,-0.0624,0.017720777723346275,0
0.7484,-0.0624,0.022537447008378904,0
0.7484,-0.0624,0.027462552991621106,0
0.7484,-0.0624,0.03227922227665373,0
0.7484,-0.0624,0.036777850966378985,0
0.7484,-0.0624,0.04077064366166294,0
0.7484,-0.0624,0.04410615245997841,0
0.7484,-0.0624,0.04668381595404713,0
0.7484,-0.0624,0.048468498230482694,0
0.7484,-0.0624,0.04950502786843341,0
0.7484,-0.0624,0.049932736938224226,0
0.7484,-0.0624,0.05,0
0.7484,-0.0624,0.05,0
0.7483677137303477,-0.062317670012386424,0.05000000000000001,0
0.7481624133768481,-0.061794154110962445,0.05,0
0.7476648791506315,-0.06052544183411083,0.05,0
0.7468082316579425,-0.05834099072775361,0.05,0
0.7455709531807895,-0.055185930611013526,0.05,0
0.7439699089575981,-0.05110326784187546,0.05,0
0.7420533684638618,-0.046216089582847855,0.05,0
0.7398940266927938,-0.04070976806662416,0.05,0
0.7375820254359782,-0.034814164861744226,0.05,0
0.7352179745640218,-0.028785835138255767,0.05,0
0.7329059733072061,-0.022890231933375835,0.05,0
0.730746631536138,-0.017383910417152124,0.05,0
0.7288300910424017,-0.012496732158124566,0.05,0
0.7272290468192103,-0.008414069388986426,0.05,0
0.7259917683420573,-0.005259009272246318,0.05,0
0.7251351208493683,-0.003074558165889184,0.05,0
0.7246375866231519,-0.0018058458890375128,0.05,0
0.7244322862696523,-0.0012823299876135541,0.05,0
0.7243999999999999,-0.0012,0.05,0
0.7243999999999999,-0.0012,0.05,0
0.7244,-0.0012000000000000001,0.049932736938224205,0
0.7244,-0.0012,0.049505027868433374,0
0.7243999999999998,-0.0012,0.04846849823048271,0
0.7243999999999999,-0.0012,0.046683815954047074,0
0.7243999999999999,-0.0012,0.04410615245997838,0
0.7243999999999998,-0.0012,0.04077064366166296,0
0.7243999999999999,-0.0012,0.03677785096637897,0
0.7243999999999999,-0.0012,0.032279222276653724,0
0.7243999999999999,-0.0012,0.0274625529916211,0
0.7243999999999999,-0.0012,0.022537447008378897,0
0.7243999999999999,-0.0012,0.017720777723346272,0
0.7243999999999999,-0.0012,0.013222149033621018,0
0.7243999999999999,-0.0012,0.009229356338337064,0
0.7243999999999999,-0.0012,0.005893847540021591,0
0.7243999999999999,-0.0012,0.003316184045952875,0
0.7243999999999999,-0.0012,0.0015315017695173073,0
0.7243999999999999,-0.0012,0.0004949721315665956,0
0.7243999999999999,-0.0012,6.726306177577968e-05,0
