t,x,y,z,vx,vy,vz,type
0.9760000000000008,0.1719673076831012,0.36024999999999985,0.05,0.1504807698061734,-0.25,0.0,0
0.9840000000000008,0.17317115384155057,0.35824999999999985,0.05,0.1504807698061734,-0.25,0.0,0
0.9920000000000008,0.17437499999999995,0.35624999999999984,0.05,0.1504807698061734,-0.25,0.0,0
1.0000000000000007,0.17557884615844932,0.35424999999999984,0.05,0.1504807698061734,-0.25,0.0,0
1.0080000000000007,0.17678269231689872,0.35224999999999984,0.05,0.1504807698061734,-0.25,0.0,0
1.0160000000000007,0.17798653847534812,0.35024999999999984,0.05,0.1504807698061734,-0.25,0.0,0
1.0240000000000007,0.1791903846337975,0.34824999999999984,0.05,0.1504807698061734,-0.25,0.0,0
1.0320000000000007,0.18039423079224687,0.34624999999999984,0.05,0.1504807698061734,-0.25,0.0,0
1.0400000000000007,0.18159807695069627,0.34424999999999983,0.05,0.1504807698061734,-0.25,0.0,0
1.0480000000000007,0.18280192310914567,0.34224999999999983,0.05,0.1504807698061734,-0.25,0.0,0
1.0560000000000007,0.18400576926759504,0.34024999999999983,0.05,0.1504807698061734,-0.25,0.0,0
1.0640000000000007,0.18520961542604442,0.33824999999999983,0.05,0.1504807698061734,-0.25,0.0,0
1.0720000000000007,0.18641346158449384,0.3362499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.0800000000000007,0.18761730774294322,0.3342499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.0880000000000007,0.1888211539013926,0.3322499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.0960000000000008,0.190025000059842,0.3302499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1040000000000008,0.1912288462182914,0.3282499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1120000000000008,0.19243269237674077,0.3262499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1200000000000008,0.19363653853519014,0.3242499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1280000000000008,0.19484038469363954,0.3222499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1360000000000008,0.19604423085208894,0.3202499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1440000000000008,0.19724807701053831,0.3182499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1520000000000008,0.1984519231689877,0.3162499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1600000000000008,0.1996557693274371,0.3142499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1680000000000008,0.2008596154858865,0.3122499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1760000000000008,0.20206346164433586,0.3102499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1840000000000008,0.20326730780278526,0.3082499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.1920000000000008,0.20447115396123464,0.3062499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2000000000000008,0.20567500011968404,0.3042499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2080000000000009,0.2068788462781334,0.3022499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2160000000000009,0.2080826924365828,0.3002499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2240000000000009,0.2092865385950322,0.2982499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2320000000000009,0.21049038475348159,0.2962499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2400000000000009,0.211694230911931,0.2942499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.2480000000000009,0.21289807707038036,0.2922499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.256000000000001,0.21410192322882976,0.2902499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.264000000000001,0.21530576938727913,0.2882499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.272000000000001,0.21650961554572853,0.2862499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.280000000000001,0.2177134617041779,0.2842499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.288000000000001,0.2189173078626273,0.2822499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.296000000000001,0.22012115402107668,0.2802499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.304000000000001,0.22132500017952608,0.2782499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.312000000000001,0.22252884633797548,0.2762499999999998,0.05,0.1504807698061734,-0.25,0.0,0
1.320000000000001,0.22373269249642486,0.27424999999999977,0.05,0.1504807698061734,-0.25,0.0,0
1.328000000000001,0.22493653865487426,0.27224999999999977,0.05,0.1504807698061734,-0.25,0.0,0
1.336000000000001,0.22614038481332363,0.27024999999999977,0.05,0.1504807698061734,-0.25,0.0,0
1.344000000000001,0.227344230971773,0.26824999999999977,0.05,0.1504807698061734,-0.25,0.0,0
1.352000000000001,0.2285480771302224,0.26624999999999976,0.05,0.1504807698061734,-0.25,0.0,0
1.360000000000001,0.22975192328867178,0.26424999999999976,0.05,0.1504807698061734,-0.25,0.0,0
1.368000000000001,0.23095576944712118,0.26224999999999976,0.05,0.1504807698061734,-0.25,0.0,0
1.376000000000001,0.23215961560557055,0.26024999999999976,0.05,0.1504807698061734,-0.25,0.0,0
1.384000000000001,0.23336346176401995,0.25824999999999976,0.05,0.1504807698061734,-0.25,0.0,0
1.392000000000001,0.23456730792246933,0.25624999999999976,0.05,0.1504807698061734,-0.25,0.0,0
1.400000000000001,0.23577115408091873,0.25424999999999975,0.05,0.1504807698061734,-0.25,0.0,0
1.408000000000001,0.2369750002393681,0.25224999999999975,0.05,0.1504807698061734,-0.25,0.0,0
1.416000000000001,0.2381788463978175,0.25024999999999975,0.05,0.1504807698061734,-0.25,0.0,0
1.424000000000001,0.2393826925562669,0.24824999999999975,0.05,0.1504807698061734,-0.25,0.0,0
1.432000000000001,0.24058653871471627,0.24624999999999975,0.05,0.1504807698061734,-0.25,0.0,0
1.440000000000001,0.24179038487316568,0.24424999999999975,0.05,0.1504807698061734,-0.25,0.0,0
1.448000000000001,0.24299423103161505,0.24224999999999974,0.05,0.1504807698061734,-0.25,0.0,0
1.456000000000001,0.24419807719006445,0.24024999999999974,0.05,0.1504807698061734,-0.25,0.0,0
1.464000000000001,0.24540192334851382,0.23824999999999974,0.05,0.1504807698061734,-0.25,0.0,0
1.472000000000001,0.24660576950696322,0.23624999999999974,0.05,0.1504807698061734,-0.25,0.0,0
1.480000000000001,0.2478096156654126,0.23424999999999974,0.05,0.1504807698061734,-0.25,0.0,0
1.488000000000001,0.249013461823862,0.23224999999999973,0.05,0.1504807698061734,-0.25,0.0,0
1.496000000000001,0.25021730798231134,0.23024999999999973,0.05,0.1504807698061734,-0.25,0.0,0
1.5040000000000011,0.25142115414076077,0.22824999999999973,0.05,0.1504807698061734,-0.25,0.0,0
1.5120000000000011,0.2526250002992102,0.22624999999999973,0.05,0.1504807698061734,-0.25,0.0,0
1.5200000000000011,0.2538288464576596,0.22424999999999973,0.05,0.1504807698061734,-0.25,0.0,0
1.5280000000000011,0.25503269261610895,0.22224999999999973,0.05,0.1504807698061734,-0.25,0.0,0
1.5360000000000011,0.2562365387745583,0.22024999999999972,0.05,0.1504807698061734,-0.25,0.0,0
1.5440000000000011,0.2574403849330077,0.21825000666666639,0.05,0.1504807698061734,-0.24999,0.0,0
1.5520000000000012,0.25864423109145707,0.21625083333333306,0.05,0.1504807698061734,-0.24974999999999994,0.0,0
1.5600000000000012,0.2598480772499065,0.2142548599999997,0.05,0.1504807698061734,-0.2491899999999999,0.0,0
1.5680000000000012,0.26105192340835587,0.2122646466666664,0.05,0.1504807698061734,-0.2483099999999999,0.0,0
1.5760000000000012,0.2622557695668053,0.21028275333333304,0.05,0.1504807698061734,-0.24710999999999983,0.0,0
1.5840000000000012,0.26345961572525467,0.20831173999999972,0.05,0.1504807698061734,-0.2455899999999998,0.0,0
1.5920000000000012,0.26466346188370404,0.2063541666666664,0.05,0.1504807698061734,-0.24374999999999977,0.0,0
1.6000000000000012,0.2658673080421534,0.20441259333333306,0.05,0.1504807698061734,-0.24158999999999972,0.0,0
1.6080000000000012,0.2670711542006028,0.20248957999999972,0.05,0.1504807698061734,-0.23910999999999968,0.0,0
1.6160000000000012,0.2682750003590522,0.20058768666666638,0.05,0.1504807698061734,-0.23630999999999966,0.0,0
1.6240000000000012,0.2694788465175016,0.19870947333333305,0.05,0.1504807698061734,-0.23318999999999962,0.0,0
1.6320000000000012,0.270682692675951,0.1968574999999997,0.05,0.1504807698061734,-0.22974999999999957,0.0,0
1.6400000000000012,0.2718865388344004,0.1950343266666664,0.05,0.1504807698061734,-0.22598999999999952,0.0,0
1.6480000000000012,0.27309036327421876,0.19324251333333306,0.05,0.1504587937813096,-0.22190999999999947,0.0,0
1.6560000000000012,0.27429313257979443,0.19148461999999972,0.05,0.1501801992792751,-0.21750999999999943,0.0,0
1.6640000000000013,0.2754923931293538,0.1897632066666664,0.05,0.14958160477724058,-0.2127899999999994,0.0,0
1.6720000000000013,0.2766855849228969,0.18808083333333306,0.05,0.14866301027520606,-0.20774999999999935,0.0,0
1.6800000000000013,0.2778701479604238,0.18644005999999974,0.05,0.14742441577317156,-0.2023899999999993,0.0,0
1.6880000000000013,0.27904352224193435,0.1848434466666664,0.05,0.14586582127113704,-0.19670999999999925,0.0,0
1.6960000000000013,0.28020314776742866,0.18329355333333308,0.05,0.1439872267691025,-0.1907099999999992,0.0,0
1.7040000000000013,0.28134646453690665,0.18179293999999976,0.05,0.14178863226706798,-0.18438999999999917,0.0,0
1.7120000000000013,0.2824709125503684,0.18034416666666642,0.05,0.13927003776503347,-0.17774999999999913,0.0,0
1.7200000000000013,0.2835739318078139,0.1789497933333331,0.05,0.13643144326299894,-0.17078999999999905,0.0,0
1.7280000000000013,0.28465296230924303,0.17761237999999976,0.05,0.13327284876096443,-0.16350999999999902,0.0,0
1.7360000000000013,0.285705444054656,0.17633448666666646,0.05,0.1297942542589299,-0.15590999999999897,0.0,0
1.7440000000000013,0.2867288170440526,0.17511866666666645,0.05,0.12599565975689536,-0.14799999999999888,0.0,0
1.7520000000000013,0.287720521277433,0.17396666666666646,0.05,0.12187706525486085,-0.13999999999999888,0.0,0
1.7600000000000013,0.28867799675479705,0.17287866666666646,0.05,0.11743847075282632,-0.13199999999999887,0.0,0
1.7680000000000013,0.28959868347614487,0.17185466666666646,0.05,0.1126798762507918,-0.12399999999999886,0.0,0
1.7760000000000014,0.2904800214414764,0.17089466666666647,0.05,0.10760128174875727,-0.11599999999999885,0.0,0
1.7840000000000014,0.2913194506507916,0.1699986666666665,0.05,0.10220268724672274,-0.10799999999999885,0.0,0
1.7920000000000014,0.2921144111040906,0.1691666666666665,0.05,0.09648409274468822,-0.09999999999999888,0.0,0
1.8000000000000014,0.2928623428013733,0.16839823999999984,0.05,0.09044549824265369,-0.09215999999999892,0.0,0
1.8080000000000014,0.2935606857426397,0.16769125333333318,0.05,0.08408690374061917,-0.08463999999999895,0.0,0
1.8160000000000014,0.2942068799278899,0.1670431466666665,0.05,0.07740830923858463,-0.077439999999999,0.0,0
1.8240000000000014,0.29479863999999995,0.16645135999999985,0.05,0.07055999999999923,-0.07055999999999904,0.0,0
1.8320000000000014,0.2953366666666666,0.1659133333333332,0.05,0.06399999999999927,-0.06399999999999909,0.0,0
1.8400000000000014,0.29582349333333324,0.16542650666666653,0.05,0.0577599999999993,-0.05775999999999912,0.0,0
1.8480000000000014,0.2962616799999999,0.16498831999999988,0.05,0.05183999999999933,-0.05183999999999916,0.0,0
1.8560000000000014,0.2966537866666666,0.1645962133333332,0.05,0.046239999999999365,-0.0462399999999992,0.0,0
1.8640000000000014,0.29700237333333324,0.16424762666666656,0.05,0.0409599999999994,-0.04095999999999924,0.0,0
1.8720000000000014,0.2973099999999999,0.1639399999999999,0.05,0.03599999999999943,-0.03599999999999928,0.0,0
1.8800000000000014,0.2975792266666666,0.16367077333333324,0.05,0.031359999999999465,-0.03135999999999933,0.0,0
1.8880000000000015,0.29781261333333325,0.16343738666666657,0.05,0.027039999999999502,-0.02703999999999937,0.0,0
1.8960000000000015,0.2980127199999999,0.1632372799999999,0.05,0.023039999999999533,-0.023039999999999408,0.0,0
1.9040000000000015,0.29818210666666656,0.16306789333333324,0.05,0.019359999999999572,-0.01935999999999946,0.0,0
1.9120000000000015,0.2983233333333332,0.16292666666666658,0.05,0.015999999999999605,-0.0159999999999995,0.0,0
1.9200000000000015,0.29843895999999986,0.16281103999999993,0.05,0.012959999999999645,-0.012959999999999555,0.0,0
1.9280000000000015,0.29853154666666654,0.16271845333333326,0.05,0.01023999999999968,-0.010239999999999597,0.0,0
1.9360000000000015,0.2986036533333332,0.1626463466666666,0.05,0.007839999999999722,-0.007839999999999639,0.0,0
1.9440000000000015,0.2986578399999999,0.16259215999999993,0.05,0.005759999999999765,-0.005759999999999696,0.0,0
1.9520000000000015,0.29869666666666655,0.16255333333333327,0.05,0.003999999999999795,-0.00399999999999974,0.0,0
1.9600000000000015,0.29872269333333323,0.1625273066666666,0.05,0.00255999999999984,-0.0025599999999997847,0.0,0
1.9680000000000015,0.29873847999999986,0.16251151999999994,0.05,0.0014399999999998858,-0.0014399999999998442,0.0,0
1.9760000000000015,0.29874658666666654,0.16250341333333326,0.05,0.0006399999999999184,-0.0006399999999998907,0.0,0
1.9840000000000015,0.2987495733333332,0.16250042666666661,0.05,0.00015999999999996573,-0.00015999999999993797,0.0,0
1.9920000000000015,0.29874999999999985,0.16249999999999995,0.05,0.0,1.3877787807814457e-17,0.0,0
2.0000000000000013,0.29874999999999985,0.16249999999999995,0.04999957333333334,0.0,1.3877787807814457e-17,-0.00016,0
2.0080000000000013,0.29874999999999985,0.16249999999999995,0.04999658666666667,0.0,1.3877787807814457e-17,-0.00064,0
2.0160000000000013,0.29874999999999985,0.16249999999999995,0.04998848,0.0,1.3877787807814457e-17,-0.0014399999999999999,0
2.0240000000000014,0.29874999999999985,0.16249999999999995,0.04997269333333334,0.0,1.3877787807814457e-17,-0.00256,0
2.0320000000000014,0.29874999999999985,0.16249999999999995,0.04994666666666667,0.0,1.3877787807814457e-17,-0.004,0
2.0400000000000014,0.29874999999999985,0.16249999999999995,0.04990784,0.0,1.3877787807814457e-17,-0.0057599999999999995,0
2.0480000000000014,0.29874999999999985,0.16249999999999995,0.04985365333333334,0.0,1.3877787807814457e-17,-0.007840000000000001,0
2.0560000000000014,0.29874999999999985,0.16249999999999995,0.04978154666666667,0.0,1.3877787807814457e-17,-0.01024,0
2.0640000000000014,0.29874999999999985,0.16249999999999995,0.049688960000000004,0.0,1.3877787807814457e-17,-0.012960000000000003,0
2.0720000000000014,0.29874999999999985,0.16249999999999995,0.04957333333333334,0.0,1.3877787807814457e-17,-0.016000000000000007,0
2.0800000000000014,0.29874999999999985,0.16249999999999995,0.04943210666666667,0.0,1.3877787807814457e-17,-0.01936000000000001,0
2.0880000000000014,0.29874999999999985,0.16249999999999995,0.04926272,0.0,1.3877787807814457e-17,-0.023040000000000015,0
