X,Y,Z,Roll,Pitch,Yaw,Action,Speed_Profile
0.522,-0.06866666666666665,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.06933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07200000000000001,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07266666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07333333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07399999999999998,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.522,-0.07466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5213333333333334,-0.07533333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5213333333333334,-0.076,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5213333333333334,-0.07666666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5206666666666667,-0.07733333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5206666666666667,-0.078,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5206666666666667,-0.07866666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.52,-0.07933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.52,-0.08,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.52,-0.08066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5193333333333334,-0.08066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5193333333333334,-0.08133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5193333333333334,-0.08199999999999999,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5186666666666667,-0.08199999999999999,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5186666666666667,-0.08266666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.518,-0.08266666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.518,-0.08333333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.518,-0.08399999999999999,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5173333333333334,-0.08399999999999999,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5173333333333334,-0.08466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5166666666666667,-0.08466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5166666666666667,-0.08533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.516,-0.08533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.516,-0.086,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5153333333333334,-0.08666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5153333333333334,-0.08733333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5146666666666667,-0.08733333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5146666666666667,-0.088,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.514,-0.088,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.514,-0.08866666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5133333333333334,-0.08866666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5126666666666667,-0.08866666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5126666666666667,-0.08933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.512,-0.08933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.512,-0.09,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5113333333333334,-0.09,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5113333333333334,-0.09066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5106666666666667,-0.09066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.51,-0.09066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.51,-0.09133333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5093333333333334,-0.09133333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5093333333333334,-0.092,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5086666666666667,-0.092,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.092,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.09266666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.09266666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.09266666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.09333333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.506,-0.09333333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5053333333333334,-0.09333333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5046666666666667,-0.09333333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.504,-0.094,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.094,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.094,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.09466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5013333333333334,-0.09466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5006666666666667,-0.09466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5,-0.09466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.09466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4986666666666667,-0.09533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49800000000000005,-0.09533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49733333333333335,-0.09533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49733333333333335,-0.096,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.09666666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.09733333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.098,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.09866666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.09933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.09999999999999999,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10066666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.102,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10266666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10333333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.104,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.106,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10666666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10733333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.108,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10866666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.10933333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11066666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11133333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.112,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11266666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11333333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.114,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.116,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11733333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.118,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11866666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.11933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12066666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.122,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12266666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12333333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.124,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12533333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.126,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12666666666666665,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12733333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.128,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12866666666666665,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.12933333333333336,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13066666666666665,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.132,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13266666666666665,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13333333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13333333333333333,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.4966666666666667,-0.134,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.4966666666666667,-0.134,0.01,0.0,-1.5707963267948966,0.0,Set_Draw,Slow
0.4966666666666667,-0.13466666666666666,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.13533333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.136,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.136,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.4913333333333334,-0.14533333333333334,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.4913333333333334,-0.14533333333333334,0.01,0.0,-1.5707963267948966,0.0,Set_Draw,Slow
0.4913333333333334,-0.14533333333333334,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.49933333333333335,-0.152,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.49933333333333335,-0.152,0.01,0.0,-1.5707963267948966,0.0,Set_Draw,Slow
0.5,-0.152,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5006666666666667,-0.152,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5013333333333334,-0.152,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.152,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.15133333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.15133333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.15066666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.15,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.14933333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.14866666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.14800000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.14733333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.14733333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.14666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5013333333333334,-0.14666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5006666666666667,-0.14600000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5,-0.14666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.14666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.14733333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.14800000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.14866666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.14933333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15066666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15133333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15133333333333335,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.49933333333333335,-0.16066666666666668,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.49933333333333335,-0.16066666666666668,0.01,0.0,-1.5707963267948966,0.0,Set_Draw,Slow
0.49933333333333335,-0.16133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5,-0.16133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5006666666666667,-0.16133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5013333333333334,-0.16133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.16133333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.16066666666666668,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.16066666666666668,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.16,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.16,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.15933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.15866666666666668,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.158,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.15733333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.15666666666666668,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.156,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.156,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.15533333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.15533333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5013333333333334,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5006666666666667,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15533333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.156,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15666666666666668,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15733333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.158,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15866666666666668,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.15933333333333333,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.16,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.16,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.4913333333333334,-0.162,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.4913333333333334,-0.162,0.01,0.0,-1.5707963267948966,0.0,Set_Draw,Slow
0.4913333333333334,-0.162,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.508,-0.15533333333333332,0.05,0.0,-1.5707963267948966,0.0,Move_Lift,Rapid
0.508,-0.15533333333333332,0.01,0.0,-1.5707963267948966,0.0,Set_Draw,Slow
0.508,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.15466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.154,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.154,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.15333333333333332,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.15266666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.152,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.152,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.15133333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.15133333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.15066666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5086666666666667,-0.15,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5086666666666667,-0.14933333333333335,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5086666666666667,-0.14866666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.14800000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.14733333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.508,-0.14666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.14666666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5073333333333334,-0.14600000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.14600000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5066666666666667,-0.14533333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.506,-0.14533333333333334,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.506,-0.14466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5053333333333334,-0.14466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5046666666666667,-0.14466666666666667,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.504,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5033333333333334,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5026666666666667,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.502,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5013333333333334,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5006666666666667,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.5,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49933333333333335,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4986666666666667,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49800000000000005,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49733333333333335,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4966666666666667,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49600000000000005,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49533333333333335,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.4946666666666667,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
0.49400000000000005,-0.14400000000000002,0.01,0.0,-1.5707963267948966,0.0,Draw_Down,Draw
